#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
warriors_of_the_rising_sun;The Warriors of the Rising Sun;;;;;;;;;;;;;x
warriors_of_the_rising_sun_desc;There is glory in fighting, but one must both live and fight with honor for that glory to matter. Every Warrior of the Rising Sun knows this truth, and is prepared to fight those who are dishonorable, whether in a duel or on the battlefield.;;;;;;;;;;;;;x
warriors_of_the_rising_sun_leader_desc;This character possesses unmatched honor, and is said to be a fearsome warrior and a gifted strategist.;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_1_female;Novice;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_1_male;Novice;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_2_female;Onna-bugeisha;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_2_male;Samurai;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_3_female;Hatamoto;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_3_male;Hatamoto;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_4_female;Mistress;;;;;;;;;;;;;x
warriors_of_the_rising_sun_rank_4_male;Master;;;;;;;;;;;;;x
currency_name_warriors_of_the_rising_sun;Honor;;;;;;;;;;;;;x
war_of_honor;War of Honor;;;;;;;;;;;;;x
war_of_honor_desc;Wage war to prove to every Warrior of the Rising Sun that you are more honorable than [From.GetBestName].;;;;;;;;;;;;;x
we_are_more_honorable;We have sufficient Honor compared to their Honor;;;;;;;;;;;;;x
CB_NAME_WAR_OF_HONOR;War of Honor;;;;;;;;;;;;;x
WAR_NAME_WAR_OF_HONOR;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War of Honor;;;;;;;;;;;;;x
rising_sun_subjugation_cb;Rising Sun Subjugation
rising_sun_subjugation_cb_desc;Call the Warriors of the Rising Sun into a war to subjugate an entire kingdom;;;;;;;;;;;;;x
CB_NAME_RISING_SUN_SUBJUGATION;War of Honor;;;;;;;;;;;;;x
WAR_NAME_RISING_SUN_SUBJUGATION;$ORDER$ Rising Sun Subjugation of $OTHER_TITLE$;;;;;;;;;;;;;x
